surface,data,sensor,time
6,11,3,2540
6,11,4,2480
6,11,5,2504
6,12,1,2496
6,12,2,2504
6,12,3,2480
6,12,4,2524
6,12,5,2496
6,13,1,2480
6,13,2,2512
6,13,3,2496
6,13,4,2488
6,13,5,2496
6,14,1,2480
6,14,2,2496
6,14,3,2512
6,14,4,2492
6,14,5,2492
6,15,1,2476
6,15,2,2492
6,15,3,2492
6,15,4,2492
6,15,5,2512
6,16,1,2488
6,16,2,2500
6,16,3,2512
6,16,4,2496
6,16,5,2512
6,17,1,2480
6,17,2,2508
6,17,3,2508
6,17,4,2484
6,17,5,2508
6,18,1,2476
6,18,2,2484
6,18,3,2508
6,18,4,2488
6,18,5,2508
6,19,1,2496
6,19,2,2484
6,19,3,2508
6,19,4,2488
6,19,5,2508
6,20,1,2472
6,20,2,2488
6,20,3,2504
6,20,4,2488
6,20,5,2504
6,21,1,2476
6,21,2,2496
6,21,3,2508
6,21,4,2508
6,21,5,2508
6,22,1,2476
6,22,2,2508
6,22,3,2508
6,22,4,2488
6,22,5,2508
6,23,1,2492
6,23,2,2488
6,23,3,2564
6,23,4,2496
6,23,5,2504
6,24,1,2476
6,24,2,2488
6,24,3,2504
6,24,4,2508
6,24,5,2484
6,25,1,2476
6,25,2,2504
6,25,3,2488
6,25,4,2504
6,25,5,2508
6,26,1,2472
6,26,2,2484
6,26,3,2508
6,26,4,2508
